692;floating_harbor;1866.36;9.50;1082.21;1.25;11350
726;floating_harbor;99.40;9.50;437.20;0.93;7290
773;floating_harbor;2952.25;9.50;694.16;-4.45;5036
792;floating_harbor;2765.88;9.50;1392.82;-0.59;740
809;floating_harbor;3172.20;9.50;1677.60;-0.64;3525
7;floating_harbor;2872.05;9.50;1572.95;0.79;68
7;floating_harbor;2869.12;9.50;1566.82;0.59;3211
7;floating_harbor;2883.00;9.50;1587.00;0.00;3314
13;floating_harbor;3171.00;9.50;1686.00;-3.25;83
13;floating_harbor;3177.87;9.50;1690.74;-3.61;3174
22;floating_harbor;2865.47;9.50;1380.63;-2.25;6960
22;floating_harbor;2871.13;9.50;1381.74;-2.68;9898
59;floating_harbor;2943.00;9.50;1602.00;0.00;374
59;floating_harbor;2937.24;9.50;1598.43;0.40;3326
59;floating_harbor;2951.63;9.50;1596.47;0.67;6325
101;floating_harbor;2076.85;9.50;1859.34;-3.45;12512
103;floating_harbor;3032.74;9.50;1410.87;-4.25;591
103;floating_harbor;3079.00;9.50;1357.00;-2.86;3868
103;floating_harbor;3079.00;9.50;1357.00;-2.70;3924
103;floating_harbor;3088.00;9.50;1365.00;-3.14;6889
103;floating_harbor;3079.00;9.50;1357.00;-2.91;11816
103;floating_harbor;3035.74;9.50;1410.13;1.11;11901
113;floating_harbor;2707.86;9.50;1591.37;-1.37;7377
114;floating_harbor;2951.82;9.50;1302.12;-2.16;11773
114;floating_harbor;2930.00;9.50;1326.00;1.57;11824
117;floating_harbor;3018.05;9.50;1338.05;-3.93;9826
119;floating_harbor;2709.43;9.50;1613.24;-1.98;3242
119;floating_harbor;2703.88;9.50;1642.82;-0.59;3329
123;floating_harbor;2709.74;9.50;1540.13;1.11;6526
123;floating_harbor;2735.63;9.50;1561.86;0.20;9562
124;floating_harbor;3109.79;9.50;1687.70;-1.33;408
127;floating_harbor;2788.05;9.50;1540.05;-3.93;11446
132;floating_harbor;2744.18;9.50;1615.88;0.98;6335
135;floating_harbor;2670.95;9.50;1561.05;-2.36;7394
135;floating_harbor;2638.14;9.50;1561.63;-4.51;9405
135;floating_harbor;2684.13;9.50;1565.74;-2.68;11237
137;floating_harbor;3351.70;9.50;1440.79;-0.24;9718
138;floating_harbor;2997.74;9.50;1655.87;-4.25;6412
138;floating_harbor;3002.74;9.50;1630.87;-4.25;9279
138;floating_harbor;2998.14;9.50;1654.37;1.37;9362
138;floating_harbor;3035.95;9.50;1639.05;-2.36;11160
138;floating_harbor;3048.00;9.50;1640.00;-3.14;11215
138;floating_harbor;3038.70;9.50;1639.21;-2.90;11327
146;floating_harbor;3232.00;9.50;1735.00;-4.62;3060
146;floating_harbor;3246.10;9.50;1743.85;-4.55;9100
156;floating_harbor;3050.00;9.50;1309.00;1.57;3901
156;floating_harbor;3049.05;9.50;1283.05;-3.93;9990
156;floating_harbor;3045.14;9.50;1316.63;-4.51;10027
156;floating_harbor;3048.50;9.50;1302.60;1.19;12066
157;floating_harbor;3045.95;9.50;1364.95;-0.79;3966
157;floating_harbor;3036.95;9.50;1371.95;-0.79;6831
160;floating_harbor;3004.95;9.50;1420.87;-1.45;9582
161;floating_harbor;3003.26;9.50;1411.13;-1.11;782
161;floating_harbor;3006.00;9.50;1414.00;-1.57;6793
173;floating_harbor;2749.00;9.50;1255.00;-3.14;10063
179;floating_harbor;2663.18;9.50;1286.88;0.98;3866
182;floating_harbor;3191.12;9.50;1224.18;-3.73;9940
184;floating_harbor;3198.30;9.50;1333.21;-3.39;11774
186;floating_harbor;3134.05;9.50;1289.95;0.79;4193
186;floating_harbor;3173.26;9.50;1273.87;-2.03;7096
186;floating_harbor;3132.00;9.50;1278.00;-4.11;7211
187;floating_harbor;3186.00;9.50;1261.00;-3.09;3401
187;floating_harbor;3215.00;9.50;1272.00;-3.93;6550
190;floating_harbor;3140.87;9.50;1683.26;0.46;3296
190;floating_harbor;3132.40;9.50;1671.20;0.93;3319
190;floating_harbor;3161.13;9.50;1687.26;-0.46;6322
196;floating_harbor;3300.00;9.50;1444.00;1.57;721
196;floating_harbor;3378.00;9.50;1440.00;-1.60;6771
197;floating_harbor;3295.00;9.50;1420.00;-3.75;3755
197;floating_harbor;3295.00;9.50;1420.00;-3.31;11546
200;floating_harbor;3385.95;9.50;1448.05;-2.36;9571
200;floating_harbor;3372.95;9.50;1444.05;-2.36;9729
211;floating_harbor;3249.90;9.50;1380.85;-1.74;9783
211;floating_harbor;3245.50;9.50;1368.60;-1.19;9902
213;floating_harbor;3328.31;9.50;1977.56;-0.86;11183
218;floating_harbor;3378.00;9.50;1440.00;-4.12;6445
218;floating_harbor;3412.07;9.50;1460.01;-4.57;9417
218;floating_harbor;3378.00;9.50;1440.00;-4.19;9430
227;floating_harbor;3401.21;9.50;1452.36;-2.82;3421
231;floating_harbor;3449.07;9.50;1362.01;-4.57;772
233;floating_harbor;3416.12;9.50;1391.18;-3.73;3698
268;floating_harbor;3485.26;9.50;837.87;-2.03;4985
272;floating_harbor;2532.11;9.50;886.75;-4.53;4948
272;floating_harbor;2544.09;9.50;866.91;-4.56;7972
274;floating_harbor;2803.84;9.50;730.60;-2.72;10862
274;floating_harbor;2776.06;9.50;721.08;-2.99;12742
282;floating_harbor;5007.26;9.50;1254.87;-2.03;7016
289;floating_harbor;4403.00;9.50;836.00;-3.14;7292
297;floating_harbor;2949.00;9.50;705.00;-1.57;1903
303;floating_harbor;1584.74;9.50;693.87;-4.25;12983
304;floating_harbor;1567.18;9.50;1008.12;-4.12;7630
306;floating_harbor;1593.24;9.50;928.98;0.97;7936
307;floating_harbor;1787.52;9.50;1038.83;-0.22;7968
307;floating_harbor;1748.05;9.50;1042.95;0.79;8113
307;floating_harbor;1860.40;9.50;1008.16;-1.99;10767
307;floating_harbor;1834.88;9.50;1033.82;-0.59;10823
317;floating_harbor;1504.82;9.50;1052.43;-1.80;1988
317;floating_harbor;1508.83;9.50;1083.48;-1.79;2075
318;floating_harbor;1658.14;9.50;1186.37;1.37;1594
318;floating_harbor;1650.87;9.50;1156.74;-3.61;1635
319;floating_harbor;1720.70;9.50;1157.21;-2.90;7660
331;floating_harbor;1988.00;9.50;1714.00;-1.35;7758
331;floating_harbor;1875.00;9.50;1693.00;-4.30;7788
331;floating_harbor;1961.62;9.50;1673.52;-4.02;12505
331;floating_harbor;1942.00;9.50;1660.00;-2.99;12680
332;floating_harbor;1882.00;9.50;1868.00;-2.10;1426
332;floating_harbor;1882.00;9.50;1868.00;0.50;4720
335;floating_harbor;4460.00;9.50;535.00;1.57;10307
335;floating_harbor;4574.08;9.50;533.47;-1.05;10479
335;floating_harbor;4487.70;9.50;558.79;-0.24;12249
335;floating_harbor;4522.85;9.50;546.90;0.17;12277
339;floating_harbor;3226.00;9.50;1270.40;-4.17;10038
340;floating_harbor;3238.00;9.50;1335.00;1.27;11867
341;floating_harbor;3236.95;9.50;1333.05;-2.36;3879
345;floating_harbor;3298.80;9.50;1255.40;-3.79;4127
345;floating_harbor;3323.00;9.50;1244.00;-3.14;7026
345;floating_harbor;3344.92;9.50;1254.27;-2.86;10056
347;floating_harbor;3291.00;9.50;1351.00;0.00;904
347;floating_harbor;3260.00;9.50;1349.00;1.41;11811
347;floating_harbor;3298.40;9.50;1357.50;0.38;11866
354;floating_harbor;3436.85;9.50;1349.90;0.17;3714
354;floating_harbor;3427.60;9.50;1349.50;-0.38;9932
356;floating_harbor;3321.63;9.50;1365.86;0.20;979
356;floating_harbor;3344.01;9.50;1365.93;0.14;3967
356;floating_harbor;3331.79;9.50;1366.64;0.32;3982
357;floating_harbor;1675.88;9.50;1561.18;-2.55;6909
357;floating_harbor;1728.47;9.50;1616.63;-2.25;7462
357;floating_harbor;1684.13;9.50;1560.74;-2.68;9832
357;floating_harbor;1693.00;9.50;1552.00;-1.91;9847
357;floating_harbor;1695.70;9.50;1566.93;-2.19;11830
358;floating_harbor;1693.00;9.50;1552.00;-1.93;859
363;floating_harbor;1615.79;9.50;1453.70;-1.33;1163
363;floating_harbor;1647.00;9.50;1457.00;-1.62;4168
363;floating_harbor;1647.00;9.50;1457.00;-1.87;6943
365;floating_harbor;1541.37;9.50;1377.10;-2.00;1480
367;floating_harbor;1430.70;9.50;1363.03;-3.04;7480
378;floating_harbor;951.22;9.50;1407.88;-3.89;11757
408;floating_harbor;4906.95;9.50;1376.05;-2.36;9895
408;floating_harbor;4950.90;9.50;1421.85;-1.74;11626
408;floating_harbor;4927.95;9.50;1394.05;-2.36;11745
408;floating_harbor;4853.00;9.50;1367.00;-3.14;11879
413;floating_harbor;3574.15;9.50;1139.10;-2.98;5005
428;floating_harbor;3901.00;9.50;974.00;-3.95;9975
428;floating_harbor;3869.00;9.50;1002.00;-4.25;10118
428;floating_harbor;3933.25;9.50;1002.16;-4.45;11952
430;floating_harbor;4217.00;9.50;983.00;-3.24;11968
447;floating_harbor;3274.00;9.50;1178.00;-0.40;4145
447;floating_harbor;3287.00;9.50;1176.00;0.00;7091
451;floating_harbor;3171.60;9.50;1190.50;-0.38;9992
451;floating_harbor;3198.60;9.50;1183.00;-0.54;10120
460;floating_harbor;2904.15;9.50;1273.90;-0.17;10078
464;floating_harbor;1783.00;9.70;1624.00;-3.81;7304
464;floating_harbor;1783.00;9.70;1624.00;-4.00;7361
464;floating_harbor;1824.00;9.50;1626.00;-3.14;7644
464;floating_harbor;1836.08;9.50;1659.73;0.28;10244
465;floating_harbor;1783.00;9.70;1624.00;-3.57;1424
465;floating_harbor;1785.21;9.50;1639.36;-2.82;4285
465;floating_harbor;1771.30;9.50;1636.47;-2.48;4342
465;floating_harbor;1797.82;9.50;1690.88;-0.98;4432
471;floating_harbor;769.04;9.50;1837.33;-4.16;1799
473;floating_harbor;872.00;9.50;1723.00;-2.73;10258
475;floating_harbor;1349.63;9.50;1109.14;-3.34;12753
477;floating_harbor;1295.35;9.50;1207.15;-0.50;10732
478;floating_harbor;1153.03;9.50;1207.70;1.47;12746
481;floating_harbor;1120.30;9.50;1260.93;-4.09;8057
483;floating_harbor;1036.74;9.50;1368.87;-4.25;2069
483;floating_harbor;1068.05;9.50;1322.05;-3.93;4908
483;floating_harbor;1084.27;9.50;1307.08;-4.43;4977
483;floating_harbor;1045.74;9.50;1345.87;-4.25;10848
485;floating_harbor;1211.30;9.50;1151.99;-4.42;5066
485;floating_harbor;1199.48;9.50;1153.17;-3.36;8032
493;floating_harbor;1638.87;9.50;1048.26;0.46;1937
493;floating_harbor;1675.30;9.50;1066.79;0.24;2085
493;floating_harbor;1601.40;9.50;1007.50;0.38;4969
493;floating_harbor;1648.29;9.50;1054.94;0.56;8056
493;floating_harbor;1592.18;9.50;962.88;0.98;10494
493;floating_harbor;1606.47;9.50;1013.51;1.20;10864
499;floating_harbor;2231.70;9.50;685.93;-2.19;8143
499;floating_harbor;2203.73;9.50;647.92;-1.29;8197
499;floating_harbor;2204.70;9.50;656.03;-3.04;10946
499;floating_harbor;2204.15;9.50;629.35;-1.07;10419
500;floating_harbor;2128.40;9.50;490.50;-3.52;10980
501;floating_harbor;2079.64;9.50;471.79;-1.89;5167
519;floating_harbor;4959.05;9.50;116.05;-3.93;12910
520;floating_harbor;4838.39;9.50;433.27;0.72;12326
532;floating_harbor;4975.70;9.50;1221.21;-2.90;7157
532;floating_harbor;4978.00;9.50;1209.00;-2.05;10125
533;floating_harbor;5022.00;9.50;1344.00;-1.40;6994
533;floating_harbor;5012.82;9.50;1286.12;-2.16;7169
533;floating_harbor;5009.00;9.50;1353.00;0.00;9859
533;floating_harbor;4982.00;9.50;1319.40;-4.17;9865
546;floating_harbor;3432.99;9.50;568.35;-1.52;8183
591;floating_harbor;4513.87;9.50;976.26;0.46;1038
591;floating_harbor;4539.82;9.50;970.88;-0.98;1070
591;floating_harbor;4532.00;9.50;980.00;-1.57;4160
591;floating_harbor;4511.36;9.50;993.21;1.25;7135
591;floating_harbor;4508.00;9.50;972.00;0.00;11963
595;floating_harbor;4682.95;9.50;1082.05;-2.36;10069
595;floating_harbor;4643.95;9.50;1030.05;-2.36;10093
623;floating_harbor;4669.00;9.50;903.00;1.57;10280
623;floating_harbor;4700.00;9.50;954.00;0.00;12213
624;floating_harbor;4735.00;9.50;851.00;0.00;7307
624;floating_harbor;4700.13;9.50;841.74;-2.68;10272
624;floating_harbor;4722.82;9.50;860.12;-2.16;10306
627;floating_harbor;4734.50;9.50;757.60;1.19;12116
627;floating_harbor;4757.40;9.50;732.50;-3.52;12158
627;floating_harbor;4759.63;9.50;796.86;0.20;12160
639;floating_harbor;5502.00;9.50;710.00;0.00;7393
639;floating_harbor;5534.00;9.50;636.00;0.00;13020
639;floating_harbor;5515.00;9.50;668.00;-1.57;13021
646;floating_harbor;5090.95;9.50;916.95;-0.79;3995
646;floating_harbor;5072.00;9.50;886.00;0.00;13023
647;floating_harbor;4899.13;9.50;782.26;-0.46;4357
658;floating_harbor;3646.79;9.50;1046.64;0.32;2048
658;floating_harbor;3652.77;9.50;1054.65;0.84;7960
658;floating_harbor;3626.63;9.50;1047.86;0.20;8108
669;floating_harbor;4994.87;9.50;505.74;-3.61;10505
669;floating_harbor;4899.82;9.50;640.88;-0.98;12315
669;floating_harbor;5001.70;9.50;617.79;-0.24;12371
669;floating_harbor;4885.70;9.50;584.21;-2.90;12386
673;floating_harbor;4691.79;9.50;602.30;-1.82;12330
673;floating_harbor;4664.50;9.50;635.60;1.19;12358
677;floating_harbor;3359.21;9.50;1242.70;1.33;1088
681;floating_harbor;3165.00;9.50;78.00;-3.14;12547
687;floating_harbor;1899.20;9.50;982.90;-0.17;4982
692;floating_harbor;1851.00;9.50;1087.00;0.00;379
692;floating_harbor;1836.00;9.50;1048.00;-3.61;11106
692;floating_harbor;1866.36;9.50;1082.21;1.25;11350
694;floating_harbor;1861.00;9.50;1104.00;-1.57;177
694;floating_harbor;1852.95;9.50;1120.05;-2.36;9377
721;floating_harbor;4773.13;9.50;497.74;-2.68;12190
721;floating_harbor;4740.79;9.50;508.64;0.32;12206
726;floating_harbor;99.40;9.50;437.20;0.93;7290
727;floating_harbor;279.00;9.50;744.00;-1.57;13048
727;floating_harbor;316.64;9.50;707.79;-1.89;13049
740;floating_harbor;830.30;9.50;1723.21;-3.39;12272
763;floating_harbor;3111.00;9.50;1646.00;0.27;6332
766;floating_harbor;3274.90;9.50;1426.85;-1.74;3701
773;floating_harbor;2952.25;9.50;694.16;-4.45;5036
792;floating_harbor;2765.88;9.50;1392.82;-0.59;740
809;floating_harbor;3172.20;9.50;1677.60;-0.64;3525
851;floating_harbor;2901.00;9.50;1375.00;-3.14;911
852;floating_harbor;3015.00;9.50;1412.00;-4.15;11564
856;floating_harbor;3461.29;9.50;922.06;-3.70;8073
867;floating_harbor;1359.69;9.50;1922.08;-0.95;7185
870;floating_harbor;4792.06;9.50;434.92;-0.15;11016
409;floating_harbor;5013.00;9.50;1548.00;-3.04;7868
409;floating_harbor;5003.00;9.50;1494.00;-1.57;9604
409;floating_harbor;4998.00;9.50;1483.00;-1.57;11575
409;floating_harbor;4984.00;9.50;1463.40;-2.11;11719
892;floating_harbor;3011.12;9.50;460.82;0.59;12958
892;floating_harbor;2988.69;9.50;411.56;0.86;12985
900;floating_harbor;2929.69;9.50;715.39;-3.48;10831
558;floating_harbor;2855.30;9.50;748.93;-4.09;2050
558;floating_harbor;2887.12;9.50;727.18;-3.73;4952
903;floating_harbor;3448.60;9.50;609.00;-2.60;10976
453;floating_harbor;3336.13;9.50;1170.95;0.12;4161
453;floating_harbor;3337.70;9.50;1104.21;-2.90;10099
453;floating_harbor;3324.79;9.50;1169.64;0.32;11979
453;floating_harbor;3340.00;9.50;1103.00;-3.48;12073
58;floating_harbor;2930.00;9.50;1608.00;1.06;3368
58;floating_harbor;2971.95;9.50;1615.95;-0.79;6389
58;floating_harbor;2949.14;9.50;1594.37;1.37;9347
58;floating_harbor;2976.00;9.50;1626.00;0.06;11331
140;floating_harbor;2962.00;9.50;1693.00;1.13;383
141;floating_harbor;3081.12;9.50;1707.18;-3.73;161
141;floating_harbor;3086.21;9.50;1754.64;-0.32;3182
141;floating_harbor;3097.86;9.50;1720.63;-1.77;6050
141;floating_harbor;3106.86;9.50;1725.63;-1.77;6209
141;floating_harbor;3079.88;9.50;1701.18;-2.55;11082
141;floating_harbor;3103.26;9.50;1741.13;-1.11;11278
932;floating_harbor;2725.00;9.50;1625.00;0.00;3311
100;floating_harbor;2552.35;9.50;1866.85;-2.64;13266
100;floating_harbor;2594.00;9.50;1916.00;-1.25;13267
100;floating_harbor;2518.60;9.50;1855.00;-2.60;13268
100;floating_harbor;2438.54;9.50;1917.69;1.18;13271
44;floating_harbor;3102.50;9.50;1341.60;1.19;3884
44;floating_harbor;3103.74;9.50;1325.87;-4.25;11767
44;floating_harbor;3102.74;9.50;1350.13;1.11;13255
142;floating_harbor;2919.12;9.50;1809.82;0.59;11100
110;floating_harbor;2971.82;9.50;1717.12;-2.16;14
110;floating_harbor;2962.00;9.50;1693.00;-3.46;3171
110;floating_harbor;2966.87;9.50;1724.74;-3.61;6115
110;floating_harbor;2972.74;9.50;1710.87;-4.25;11151
143;floating_harbor;2952.00;9.50;1850.00;-4.61;6041
143;floating_harbor;2952.00;9.50;1850.00;0.46;6116
143;floating_harbor;2952.00;9.50;1850.00;0.97;9132
923;floating_harbor;3000.00;9.50;1881.60;1.03;3126
923;floating_harbor;3020.80;9.50;1913.60;0.64;6071
923;floating_harbor;2992.50;9.50;1868.60;1.19;6187
144;floating_harbor;3003.00;9.50;1904.00;-4.49;6214
300;floating_harbor;1946.76;9.50;283.57;-2.74;12336
947;floating_harbor;1695.73;9.50;574.39;-3.99;13086
947;floating_harbor;1685.39;9.50;582.73;-3.86;13287
299;floating_harbor;1886.70;9.50;87.79;-0.24;13292
949;floating_harbor;1673.00;9.50;146.00;-4.67;2161
949;floating_harbor;1693.93;9.50;181.70;0.62;5118
949;floating_harbor;1673.00;9.50;146.00;1.19;5159
949;floating_harbor;1666.00;9.50;104.00;1.57;8198
949;floating_harbor;1666.00;9.50;104.00;-4.29;10961
949;floating_harbor;1666.00;9.50;104.00;1.42;13295
334;floating_harbor;4646.50;9.50;642.40;-1.95;12196
334;floating_harbor;4629.82;9.50;620.12;-2.16;12225
334;floating_harbor;4648.00;9.50;709.00;-1.57;12243
334;floating_harbor;4629.00;9.50;621.60;-1.03;12252
334;floating_harbor;4573.00;9.50;593.00;-3.14;12280
334;floating_harbor;4495.00;9.50;715.00;0.00;13298
333;floating_harbor;4534.05;9.50;674.95;0.79;12905
506;floating_harbor;1701.41;9.50;452.65;-4.37;5171
506;floating_harbor;1699.03;9.50;484.37;-4.62;12994
506;floating_harbor;1703.05;9.50;509.13;-4.59;13301
952;floating_harbor;1694.12;9.50;409.82;0.59;5228
952;floating_harbor;1696.04;9.50;434.77;1.46;11000
510;floating_harbor;1929.00;9.50;272.00;-2.34;10515
510;floating_harbor;1891.99;9.50;319.07;-3.00;12453
466;floating_harbor;1567.00;9.50;1883.00;0.00;13314
939;floating_harbor;2045.00;9.50;874.00;-1.28;4980
2;arms_factory;2765.00;10.20;1977.00;5.21;0
2;arms_factory;2862.00;13.07;1945.00;1.59;0
2;arms_factory;2817.00;12.35;2021.00;3.15;0
2;arms_factory;2796.00;11.43;2001.00;0.99;0
2;arms_factory;2795.00;10.70;1983.00;3.66;0
2;arms_factory;2817.00;12.68;1897.00;0.04;0
2;industrial_complex;2833.00;12.80;2034.00;1.60;0
2;industrial_complex;2743.00;10.20;2012.00;5.72;0
2;industrial_complex;2818.00;12.10;1964.00;0.65;0
2;industrial_complex;2831.00;12.50;1926.00;4.77;0
2;industrial_complex;2750.00;11.60;2046.00;0.04;0
2;industrial_complex;2761.00;10.45;2017.00;4.17;0
2;air_base;2833.00;12.98;1932.00;5.37;0
2;supply_node;2839.00;11.50;1897.00;3.25;0
2;supply_node;2815.00;11.98;1925.00;6.19;0
2;supply_node;2855.00;13.10;1925.00;2.49;0
2;supply_node;2784.00;11.35;1941.00;5.43;0
2;supply_node;2838.00;13.10;1949.00;2.08;0
2;supply_node;2781.00;10.20;1967.00;4.67;0
2;supply_node;2819.00;11.70;1978.00;1.32;0
2;supply_node;2744.00;10.45;2022.00;2.80;0
2;supply_node;2779.00;10.50;2002.00;0.55;0
2;supply_node;2817.00;12.62;2027.00;3.49;0
2;bunker;2818.00;12.25;1959.00;4.33;0
2;bunker;2722.00;10.85;2042.00;0.71;0
2;bunker;2759.00;10.35;1975.00;3.73;0
2;bunker;2810.00;12.45;1918.00;0.11;0
2;bunker;2777.00;10.30;1987.00;2.78;0
2;bunker;2840.00;11.60;1889.00;5.44;0
2;bunker;2847.00;13.03;1933.00;2.17;0
2;bunker;2806.00;12.55;2023.00;4.84;0
2;bunker;2814.00;12.20;1949.00;1.23;0
2;bunker;2768.00;13.68;1950.00;2.78;0
2;stronghold_network;2759.00;10.10;1998.00;0.62;0
2;anti_air_building;2800.00;10.62;1977.00;1.83;0
2;anti_air_building;2848.00;13.00;1946.00;5.95;0
2;anti_air_building;2794.00;12.50;2031.00;2.68;0
2;synthetic_refinery;2728.00;11.12;2008.00;3.90;0
2;fuel_silo;2795.00;10.80;1985.00;1.73;0
2;radar_station;2787.00;10.18;1964.00;5.85;0
2;nuclear_reactor_spawn;2814.00;12.88;2035.00;5.96;0
2;special_project_facility_spawn;2730.00;10.30;2013.00;2.34;0
2;special_project_facility_spawn;2805.00;12.88;2027.00;0.18;0
2;special_project_facility_spawn;2822.00;11.90;1974.00;1.39;0
2;special_project_facility_spawn;2778.00;11.20;2023.00;4.40;0
2;special_project_facility_spawn;2844.00;13.10;1939.00;0.79;0
2;special_project_facility_spawn;2782.00;12.65;1936.00;4.91;0
2;special_project_facility_spawn;2857.00;12.65;1912.00;0.18;0
2;special_project_facility_spawn;2782.00;10.55;1955.00;2.85;0
2;special_project_facility_spawn;2838.00;11.50;1892.00;0.69;0
2;special_project_facility_spawn;2819.00;11.95;1923.00;1.90;0
2;rocket_site_spawn;2797.00;12.18;2020.00;4.91;0
3;arms_factory;3717.00;16.35;2026.00;3.15;0
3;arms_factory;3754.00;20.95;2029.00;0.99;0
3;arms_factory;3814.00;14.50;2008.00;3.66;0
3;arms_factory;3832.00;24.02;2036.00;0.04;0
3;arms_factory;3754.00;24.40;2039.00;1.60;0
3;arms_factory;3729.00;20.20;2027.00;5.72;0
3;industrial_complex;3745.00;21.62;2024.00;0.65;0
3;industrial_complex;3784.00;16.15;2012.00;4.77;0
3;industrial_complex;3799.00;23.90;2037.00;0.04;0
3;industrial_complex;3755.00;21.77;2035.00;4.17;0
3;industrial_complex;3730.00;20.50;2028.00;5.37;0
3;industrial_complex;3766.00;21.18;2025.00;3.21;0
3;air_base;3783.00;24.77;2044.00;6.23;0
3;supply_node;3795.00;23.08;2031.00;2.49;0
3;bunker;3724.00;20.68;2036.00;5.28;0
3;stronghold_network;3842.00;20.73;2022.00;0.55;0
3;anti_air_building;3786.00;22.33;2026.00;3.22;0
3;anti_air_building;3728.00;22.48;2045.00;5.88;0
3;anti_air_building;3728.00;22.12;2043.00;3.73;0
3;synthetic_refinery;3691.00;16.55;2037.00;3.83;0
3;fuel_silo;3719.00;15.85;2024.00;1.67;0
3;radar_station;3798.00;20.27;2026.00;4.97;0
3;nuclear_reactor_spawn;3904.00;19.88;2045.00;0.71;0
3;special_project_facility_spawn;3904.00;19.43;2043.00;3.73;0
3;rocket_site_spawn;3861.00;21.83;2032.00;0.11;0
4;arms_factory;4938.00;9.93;2039.00;3.66;0
4;arms_factory;4920.00;12.73;1959.00;0.04;0
4;arms_factory;4934.00;9.73;1966.00;1.60;0
4;arms_factory;4905.00;14.95;1981.00;5.72;0
4;arms_factory;4913.00;15.88;1991.00;0.65;0
4;arms_factory;4932.00;11.15;1995.00;4.77;0
4;industrial_complex;4911.00;14.25;2008.00;0.04;0
4;industrial_complex;4919.00;10.95;2025.00;4.17;0
4;industrial_complex;4923.00;12.93;2032.00;5.37;0
4;industrial_complex;4939.00;12.15;2045.00;3.21;0
4;industrial_complex;4936.00;10.40;1963.00;6.23;0
4;industrial_complex;4899.00;16.35;1977.00;1.16;0
4;air_base;4913.00;14.35;1985.00;5.28;0
4;supply_node;4919.00;12.88;1999.00;2.08;0
4;bunker;4934.00;9.80;2000.00;3.22;0
4;coastal_bunker;4930.00;9.50;1983.00;1.28;0
4;stronghold_network;4927.00;11.25;2032.00;3.73;0
4;dockyard;4935.00;9.65;1966.00;1.28;0
4;anti_air_building;4924.00;12.68;1957.00;1.67;0
4;anti_air_building;4914.00;10.30;1974.00;4.33;0
4;anti_air_building;4926.00;9.65;1979.00;0.71;0
4;synthetic_refinery;4926.00;13.35;1989.00;3.73;0
4;fuel_silo;4911.00;13.75;1999.00;0.11;0
4;radar_station;4922.00;10.88;2000.00;4.90;0
4;nuclear_reactor_spawn;4908.00;14.20;2023.00;5.44;0
4;special_project_facility_spawn;4927.00;13.20;2036.00;2.17;0
4;rocket_site_spawn;4922.00;15.65;2044.00;4.84;0
4;naval_base_spawn;4921.00;9.50;2024.00;1.28;21549
